Sensor,Value,Units
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.643,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.670,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.643,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.8,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.646,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.649,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.652,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.655,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.664,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,18.9,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.658,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.670,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.659,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.667,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.659,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.659,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.661,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.659,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.659,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.662,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.659,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.662,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
